Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
33765,1,12,18,7,B,I,N,B,C,E,7,I,B,5,1,C,L,Y,84,15,N,11,A,2,40,1,1,1,Y,N,C,3,7
33766,1,6,6,4,B,A,N,B,B,D,8,B,B,15,3,A,B,Y,61,7,N,10,A,2,37,1,25,7,Y,Y,E,3,1
33768,2,9,1,1,N,C,Y,B,B,B,2,B,B,5,1,A,B,N,40,11,N,4,B,2,28,1,16,4,N,N,A,4,1
33770,4,15,7,2,E,K,N,B,B,E,12,J,B,10,2,H,N,N,13,12,Y,5,A,2,34,1,15,5,Y,N,E,2,1
33777,1,11,23,2,N,C,N,B,B,D,7,L,B,15,1,A,D,N,43,19,N,22,A,1,22,1,17,4,Y,N,E,1,10
33781,1,13,14,2,B,H,N,B,B,E,8,H,B,20,1,A,K,N,55,11,Y,5,B,1,22,1,6,4,Y,N,E,1,1
33782,1,13,21,4,C,C,Y,B,B,D,8,L,B,15,1,A,I,N,83,22,N,5,B,2,25,1,1,6,Y,N,E,2,1
33783,1,14,19,2,N,B,Y,B,B,D,3,L,B,10,1,A,I,N,100,14,N,16,A,1,25,1,20,1,Y,N,E,1,9
33785,7,9,4,2,N,C,N,B,B,D,8,A,B,20,3,A,E,N,16,9,Y,6,A,1,28,1,21,5,Y,N,E,1,1
33787,11,15,4,2,H,K,Y,B,D,E,8,J,B,10,1,A,R,N,46,8,N,2,A,2,37,1,18,4,Y,N,E,2,3
33788,4,5,17,1,S,A,N,B,B,D,8,B,B,15,1,A,H,N,33,8,Y,14,A,2,37,1,4,1,N,N,A,2,1
33790,1,9,1,1,N,C,N,B,B,D,8,B,B,10,1,A,I,N,46,10,Y,3,B,2,37,1,3,4,Y,N,E,2,1
33793,1,6,16,5,B,I,N,B,B,F,3,M,B,5,1,A,J,N,82,8,Y,17,A,2,22,1,24,6,N,N,E,2,1
33799,4,3,18,8,N,B,Y,B,B,D,3,B,B,5,1,C,E,Y,84,14,N,10,A,2,40,1,17,4,N,Y,A,2,3
33801,4,10,6,4,N,K,N,B,D,E,7,J,B,10,1,A,K,Y,87,12,N,6,A,2,22,1,18,3,Y,Y,E,2,4
33803,11,14,10,7,N,H,N,B,B,D,7,A,B,15,1,A,I,N,85,13,N,4,A,2,31,1,17,3,Y,N,E,6,1
33804,1,4,4,3,N,K,Y,B,B,E,3,H,B,10,1,A,R,N,51,7,Y,10,A,3,40,1,24,6,N,N,C,3,3
33806,5,1,15,4,C,A,N,B,B,D,2,A,B,10,1,A,B,N,43,13,N,16,A,2,40,1,22,7,Y,N,D,1,11
33807,1,6,15,5,B,I,N,B,B,E,12,H,B,20,1,A,K,N,72,11,N,5,A,2,40,1,25,6,Y,N,E,3,9
33808,4,18,6,4,W,B,Y,B,B,D,8,B,A,15,2,A,I,N,29,8,N,4,B,2,31,1,12,6,Y,N,E,2,1
33812,17,12,24,1,W,C,Y,B,B,D,8,L,B,20,1,A,A,N,21,17,Y,5,B,2,37,1,1,5,Y,N,E,2,1
33813,13,4,18,3,B,A,Y,B,B,D,3,B,B,20,3,A,A,N,73,8,N,14,A,2,28,1,16,6,Y,N,E,2,3
33814,6,10,20,4,N,C,Y,B,B,D,12,L,B,10,1,A,I,N,12,14,Y,14,B,2,31,1,15,6,Y,N,C,3,1
33815,1,15,15,1,N,H,N,B,B,E,3,H,B,15,1,A,N,N,43,8,N,6,B,1,31,1,2,6,N,N,A,4,1
33816,1,15,7,5,N,K,Y,B,B,E,8,H,B,15,1,A,K,Y,36,14,N,10,A,1,40,1,1,3,Y,Y,C,1,3
33817,1,9,9,6,N,C,Y,B,B,D,7,B,B,20,3,A,B,N,91,12,N,10,A,4,40,1,10,4,Y,N,C,6,7
33818,5,16,15,1,N,K,N,B,B,E,8,J,B,15,1,A,R,Y,61,9,N,10,C,2,34,1,12,1,Y,Y,E,2,1
33820,6,8,3,2,N,C,Y,B,B,D,3,B,B,15,1,A,I,N,40,14,N,4,A,2,37,1,16,4,N,N,A,5,3
33822,1,13,23,1,N,K,N,B,B,E,3,H,B,20,2,A,R,N,85,16,N,15,A,2,40,1,1,5,Y,N,C,2,12
33823,8,15,15,3,C,C,N,B,B,D,12,B,B,10,1,A,A,N,37,14,N,5,A,2,34,1,19,4,Y,N,D,2,3
33824,1,16,11,1,N,K,N,B,B,E,8,H,B,20,1,A,K,N,33,10,Y,3,A,2,22,1,12,1,N,N,A,4,1
33825,3,9,11,2,W,H,N,B,B,E,12,J,B,10,1,A,M,N,62,19,N,4,B,2,40,1,18,3,N,N,A,2,1
33826,1,13,6,3,N,C,Y,B,B,D,8,L,B,20,1,A,I,N,7,22,Y,22,A,1,31,2,3,1,Y,N,D,1,2
33827,1,11,1,1,N,C,N,B,B,D,2,B,B,20,1,A,B,N,26,11,N,4,A,2,28,1,18,7,N,N,A,2,1
33829,1,11,7,2,E,K,Y,B,B,E,12,N,B,15,1,A,K,N,61,38,N,5,A,2,25,2,6,7,Y,N,E,2,4
33831,4,3,18,4,B,I,Y,B,B,E,12,H,B,15,1,A,K,N,100,14,N,17,A,2,34,1,16,5,Y,N,B,2,2
33833,25,10,13,4,N,K,N,B,B,E,3,J,B,20,1,A,R,Y,73,10,Y,14,C,2,40,1,18,7,Y,Y,E,4,1
33836,1,10,18,6,N,K,N,B,B,E,3,H,B,15,3,A,J,N,19,14,N,11,A,2,34,1,6,4,Y,N,E,2,7
33837,2,5,18,1,N,A,Y,B,B,D,3,B,B,15,1,A,B,N,62,9,N,19,A,2,40,1,12,4,N,N,A,2,8
33839,4,8,2,1,N,K,Y,B,B,E,3,H,B,20,1,A,R,N,36,14,N,6,A,2,37,1,1,6,Y,N,E,5,1
33841,4,12,10,5,W,H,N,B,B,E,12,H,B,20,1,A,K,N,19,8,Y,16,B,5,37,3,2,5,Y,N,E,6,1
33842,4,19,19,2,N,C,Y,A,B,D,12,B,B,20,2,A,I,N,65,11,N,4,B,1,34,1,14,2,Y,N,D,1,1
33843,4,10,22,1,N,H,Y,B,D,E,2,H,B,15,1,A,K,Y,62,15,Y,16,D,2,31,1,13,6,Y,Y,E,2,3
33844,2,7,13,2,N,K,N,B,B,E,3,H,B,10,1,A,N,N,100,11,Y,13,A,2,37,1,10,2,Y,N,E,2,11
33845,4,7,5,3,E,K,Y,B,B,E,8,I,B,5,3,A,J,Y,40,7,N,9,A,5,25,1,2,6,Y,Y,E,5,3
33847,2,8,3,1,B,C,N,B,C,B,12,A,B,10,1,A,B,N,84,15,Y,8,A,2,31,1,18,6,Y,N,E,5,6
33848,1,14,18,3,N,C,Y,B,B,D,12,L,B,10,3,A,I,Y,61,14,N,12,A,4,25,2,17,3,Y,N,E,4,10
33850,4,8,18,4,W,H,Y,B,B,D,7,B,B,20,1,A,D,N,68,12,Y,4,A,2,34,1,19,6,Y,N,E,2,1
33855,14,19,3,2,N,B,N,B,B,D,8,B,B,15,3,A,E,N,52,11,Y,9,A,2,34,1,25,3,Y,N,E,2,3
33857,1,11,6,2,N,C,Y,B,B,D,3,E,B,15,1,A,I,N,30,19,N,16,A,3,31,1,3,6,Y,N,E,3,1
33859,1,8,23,1,W,D,N,B,B,D,8,A,B,20,1,A,E,N,67,27,N,7,A,2,31,1,21,5,Y,N,E,2,4
33862,4,11,2,1,W,C,Y,B,B,D,8,B,A,15,1,A,B,N,48,10,N,8,A,2,34,1,1,3,Y,N,E,2,4
33863,4,7,8,5,B,H,N,B,B,E,2,H,B,10,2,A,N,N,54,8,N,8,B,2,37,1,11,6,Y,N,E,2,1
33864,10,2,17,7,N,K,N,C,B,E,3,I,B,20,1,A,K,N,65,10,N,18,A,1,31,1,23,3,Y,N,C,1,4
33865,11,13,23,4,N,H,Y,B,B,F,7,H,D,10,1,A,R,N,96,30,Y,10,B,2,37,1,2,4,N,N,E,2,1
33867,1,12,12,1,N,A,Y,B,B,D,3,L,B,15,1,A,B,N,30,10,N,10,B,2,40,1,5,7,Y,N,E,6,1
33868,2,8,8,6,N,C,N,C,B,D,12,B,B,15,1,A,A,N,77,11,N,4,C,2,22,1,17,3,Y,N,C,2,1
33869,3,5,12,3,C,K,Y,B,B,E,2,H,D,10,2,A,K,N,84,8,Y,16,A,2,40,1,7,7,Y,N,E,2,3
33870,1,5,14,4,B,I,Y,B,B,E,3,H,B,15,1,A,Q,Y,68,6,Y,15,A,1,31,1,8,4,Y,Y,D,1,10
33872,1,7,15,4,B,J,Y,B,B,E,2,J,B,20,3,A,R,Y,35,9,N,11,A,2,37,1,3,5,Y,Y,C,4,1
33873,2,5,15,1,B,A,Y,B,B,D,8,B,B,15,1,A,I,Y,88,8,N,7,C,2,40,1,11,5,Y,Y,E,2,1
33876,1,14,15,1,B,K,Y,B,D,E,7,M,B,15,1,A,K,Y,65,18,Y,10,C,1,31,1,1,7,Y,Y,C,1,1
33877,2,7,9,6,B,I,Y,B,B,E,7,J,B,10,3,A,N,N,96,10,N,19,A,2,34,1,15,4,N,N,E,2,6
33878,1,16,2,2,N,B,N,B,B,D,8,E,D,20,1,C,I,N,44,12,Y,16,D,1,40,1,5,2,Y,N,E,1,2
33880,1,15,7,4,N,K,N,B,B,E,8,H,B,5,1,A,R,Y,76,13,Y,9,A,2,34,1,17,4,Y,Y,C,2,2
33883,7,9,18,4,B,H,Y,A,B,D,12,B,B,15,1,A,D,N,24,13,N,3,A,2,28,1,5,5,N,N,A,2,1
33887,4,19,1,1,N,H,N,B,B,E,2,H,B,5,1,A,K,N,37,11,N,2,B,2,34,1,17,6,N,N,A,3,1
33892,1,10,12,4,N,K,Y,B,B,E,12,H,B,20,1,A,R,Y,60,29,N,12,C,3,28,1,4,7,Y,Y,E,4,3
33896,1,5,5,2,S,I,Y,B,B,E,8,H,A,20,1,D,K,N,50,7,Y,11,A,2,37,1,11,1,Y,N,E,2,1
33897,1,9,19,2,N,B,Y,B,B,D,7,L,D,20,1,A,D,N,38,12,Y,10,A,1,22,1,3,4,N,N,A,1,8
33898,1,18,20,7,N,H,Y,B,B,E,8,J,B,15,1,A,M,Y,24,9,Y,17,D,1,34,1,1,5,Y,Y,E,3,8
33903,3,5,17,2,E,A,N,B,B,D,8,E,B,5,1,A,B,N,48,9,N,14,A,3,40,1,6,5,Y,N,C,3,10
33905,1,11,13,4,N,H,N,B,B,D,12,B,B,15,1,A,B,N,46,12,Y,5,B,2,40,1,16,2,N,N,A,2,1
33906,2,10,19,4,N,H,N,B,B,D,7,L,B,10,1,A,I,N,38,17,N,9,A,2,40,1,16,3,Y,N,B,3,3
33908,13,18,15,5,G,B,N,B,B,D,3,B,B,15,1,A,I,N,78,11,N,10,C,1,22,1,9,5,Y,N,E,1,1
33910,9,13,16,4,N,K,N,D,B,G,12,H,B,10,1,A,K,Y,48,19,N,4,A,2,22,1,22,2,Y,Y,E,2,4
33911,9,6,8,2,B,A,N,B,B,D,12,B,B,15,1,A,I,N,62,10,N,15,A,2,31,1,1,3,Y,N,E,2,4
33913,11,1,13,5,N,K,N,B,C,E,12,H,B,20,3,A,R,N,38,12,Y,10,A,2,25,1,21,5,Y,N,C,5,6
33914,1,7,14,5,B,I,N,B,B,E,12,H,B,20,1,A,K,Y,94,8,N,15,A,1,28,1,17,6,Y,Y,E,1,6
33915,1,6,16,3,N,A,Y,B,B,D,3,B,B,20,1,C,B,N,38,10,N,11,B,2,22,1,13,7,N,N,A,4,1
33916,1,12,8,4,N,A,N,B,B,D,12,L,B,10,3,A,B,N,51,10,N,5,B,1,37,1,8,7,Y,N,E,3,1
33917,13,8,20,2,N,C,Y,B,B,D,12,B,C,20,1,A,I,Y,78,12,N,11,C,2,37,1,8,4,Y,Y,E,2,1
33920,5,9,12,5,N,C,Y,B,B,D,8,B,B,15,1,A,I,N,29,9,N,6,A,2,34,1,1,7,Y,N,E,2,3
33922,3,15,21,3,H,C,N,B,B,D,7,E,B,10,3,A,I,Y,18,14,N,10,A,2,25,1,24,6,Y,Y,E,2,3
33923,7,4,20,3,W,H,Y,B,B,E,3,H,B,5,1,A,K,N,50,14,N,12,E,2,40,1,1,1,N,N,B,2,12
33925,5,12,12,4,N,K,N,B,C,E,2,H,C,15,1,A,K,N,77,18,Y,13,A,2,40,1,11,4,Y,N,E,2,6
33926,4,5,18,5,H,A,N,B,D,D,3,B,B,15,1,A,I,N,44,7,N,13,A,1,37,1,5,6,Y,N,E,1,1
33931,1,12,15,7,N,C,Y,B,B,D,2,B,B,20,1,A,I,Y,71,11,Y,10,A,2,34,1,16,1,Y,Y,E,2,2
33934,1,8,21,1,B,K,Y,B,B,E,3,N,B,20,3,A,R,N,53,18,Y,5,A,2,40,1,1,4,Y,N,E,2,2
33939,4,11,8,2,N,C,Y,B,B,D,8,L,C,20,3,A,I,N,40,3,N,14,A,2,31,1,17,6,Y,N,E,2,3
33943,1,12,21,5,E,H,N,B,B,D,12,L,B,5,1,A,I,N,39,24,N,16,B,7,34,1,3,3,Y,N,E,7,1
33944,4,2,6,3,C,A,Y,B,B,D,3,F,B,10,2,N,C,N,53,13,N,9,D,2,31,1,24,4,Y,N,E,3,2
33946,1,8,17,3,N,K,Y,B,B,E,12,H,B,20,1,A,J,N,49,13,N,6,A,2,34,1,21,6,N,N,A,4,4
33949,1,15,7,2,N,H,Y,B,B,D,7,B,B,10,1,A,B,N,12,13,N,10,A,2,40,1,20,6,N,N,A,5,4
33950,4,4,11,7,E,K,N,B,B,E,2,I,B,5,4,A,R,N,60,12,N,17,A,2,34,1,20,4,Y,N,B,2,8
33952,1,7,7,5,N,A,N,B,B,D,3,B,B,20,1,C,E,N,75,10,N,5,A,2,40,1,8,5,Y,N,D,3,3
33953,7,17,1,1,N,B,Y,B,B,D,7,B,B,20,2,C,I,N,24,10,N,9,A,2,37,1,16,6,Y,N,E,4,1
33954,5,5,18,5,N,A,Y,B,B,D,8,B,B,20,1,A,D,Y,99,10,Y,12,A,1,31,1,12,7,Y,Y,E,1,9
33955,5,12,18,3,N,C,Y,B,B,D,8,A,B,20,1,A,E,N,40,13,N,13,A,2,34,1,1,7,Y,N,C,2,7
33960,1,5,1,1,E,A,Y,B,B,D,12,B,B,15,3,A,I,Y,78,8,N,14,A,1,28,1,15,6,N,Y,C,1,1
33961,20,18,16,5,N,H,Y,B,B,F,12,H,B,5,1,A,M,N,94,12,Y,11,D,1,31,1,1,1,Y,N,E,1,7
33962,6,7,18,2,B,I,Y,D,B,F,7,J,B,15,3,A,J,N,31,10,N,12,A,1,34,1,21,6,Y,N,E,1,2
33963,1,1,18,4,N,A,N,B,B,B,7,L,B,10,1,A,I,N,27,16,N,7,B,2,22,1,21,3,N,N,E,2,1
33968,1,12,8,5,W,I,Y,B,B,E,12,H,B,20,2,A,R,Y,85,13,N,11,A,2,25,1,17,1,Y,Y,E,2,3
33969,1,11,7,4,E,C,N,D,B,D,12,L,B,15,1,A,A,Y,62,22,Y,11,A,4,28,1,21,6,Y,Y,E,4,6
33972,1,10,10,2,N,C,N,B,B,D,12,L,B,15,1,A,I,Y,54,15,Y,8,B,6,31,3,1,5,Y,Y,E,7,1
33973,4,5,3,2,E,K,N,D,B,F,12,I,B,10,2,D,R,N,36,8,N,10,A,2,25,1,7,7,Y,N,E,2,3
33974,1,9,15,1,N,C,Y,B,B,D,12,B,D,10,2,A,B,N,44,13,N,16,A,1,31,1,1,6,Y,N,E,1,1
33976,1,8,2,2,N,K,Y,B,B,E,12,H,B,15,3,A,K,N,8,10,N,6,A,2,40,1,3,2,Y,N,C,5,2
33980,1,2,5,4,N,A,N,B,B,C,3,B,B,15,2,A,B,N,60,20,N,11,A,1,40,1,25,7,Y,N,E,2,5
33981,1,2,11,1,C,A,N,B,B,D,12,B,D,15,3,N,I,N,55,15,N,18,A,2,25,1,24,7,Y,N,E,4,1
33983,2,4,14,5,N,A,Y,B,B,D,12,B,A,20,1,A,B,N,93,9,N,15,A,1,37,1,16,2,Y,N,E,1,9
33984,7,13,20,5,N,C,Y,B,B,D,3,L,B,15,2,A,A,N,86,17,N,9,A,2,31,1,17,4,Y,N,E,4,5
33986,1,1,19,3,C,A,N,B,B,B,3,L,B,10,1,A,A,N,43,22,N,14,A,1,34,1,22,3,Y,N,D,2,6
33987,3,7,7,5,B,K,N,B,B,E,3,N,B,10,1,A,K,N,57,8,Y,11,A,2,34,1,2,3,N,N,A,4,5
33989,1,2,17,7,C,A,N,D,D,D,8,E,B,15,1,A,H,N,59,15,N,11,B,2,37,1,25,7,Y,N,E,3,3
33990,1,11,4,1,W,A,N,B,B,D,7,L,B,20,1,A,B,N,45,11,N,4,A,2,28,1,18,5,Y,N,E,2,3
33994,2,7,14,2,B,A,Y,B,B,D,12,B,B,15,3,A,B,N,62,9,N,13,B,2,28,1,3,4,N,N,A,2,1
33996,14,16,23,2,N,K,N,B,B,E,12,H,B,15,2,A,K,N,78,1,N,11,A,3,25,1,18,5,Y,N,E,3,8
33997,1,14,8,2,B,H,Y,B,B,D,3,E,B,10,2,H,I,N,80,14,Y,10,A,2,28,1,4,6,Y,N,C,2,1
33999,3,2,7,4,C,K,Y,B,B,E,2,H,B,15,4,N,R,N,52,13,N,7,A,2,28,1,23,6,Y,N,E,3,1
34000,5,16,19,2,N,H,N,B,B,E,12,H,B,20,3,A,K,N,57,10,Y,2,B,2,40,1,8,6,Y,N,E,2,1
34001,1,10,9,3,G,B,Y,B,C,D,8,L,B,10,1,A,B,N,73,13,N,3,B,2,40,1,18,6,Y,N,E,2,1
34003,5,12,3,2,N,C,Y,B,D,D,12,L,B,15,3,A,D,N,31,27,N,12,A,3,31,2,10,6,Y,N,E,3,10
34005,1,9,8,6,E,H,Y,B,B,D,12,A,B,15,1,A,B,N,96,15,Y,13,A,3,37,1,16,3,N,N,A,3,4
34007,1,14,14,2,N,K,N,B,B,E,8,H,B,15,2,A,K,N,64,9,N,5,A,2,40,1,18,6,N,N,B,2,2
34009,1,13,18,2,N,K,N,B,D,E,3,H,B,15,1,A,L,N,78,12,N,16,A,4,40,1,14,3,Y,N,C,4,2
34013,2,5,18,2,S,A,N,B,B,D,8,B,B,10,1,A,B,Y,82,9,N,9,A,2,31,1,12,3,Y,Y,E,4,3
34016,4,1,13,5,C,K,Y,D,B,E,12,I,B,10,2,A,R,N,26,14,N,5,A,2,40,1,21,4,N,N,E,2,2
34023,4,8,16,2,W,I,Y,B,B,E,3,J,B,10,1,A,N,N,73,13,Y,8,A,2,34,1,18,5,N,N,A,4,1
34025,1,14,18,4,B,A,N,B,B,D,8,A,B,10,3,A,I,N,64,12,N,10,A,2,37,1,13,4,N,N,D,2,5
34026,11,4,3,2,B,A,N,B,B,D,7,B,B,15,3,A,F,N,69,6,Y,15,E,2,40,1,3,4,Y,N,D,4,2
34027,4,19,12,2,N,A,N,B,B,D,3,B,B,15,1,A,B,Y,76,10,N,4,A,2,31,1,19,2,Y,Y,C,4,3
34029,4,6,16,4,B,J,Y,B,B,E,12,H,B,15,3,A,R,N,46,6,Y,13,A,2,37,1,1,3,Y,N,E,2,2
34032,4,15,19,3,B,C,N,B,B,D,7,B,B,10,1,A,A,Y,68,11,N,9,C,2,37,1,12,6,Y,Y,E,2,1
34034,7,13,21,7,N,H,Y,B,B,E,3,H,B,15,3,A,K,N,74,22,N,15,D,1,40,1,1,3,Y,N,E,1,6
34036,3,12,17,4,W,I,N,B,B,E,3,H,B,20,1,C,K,N,23,13,Y,5,A,2,40,1,2,4,N,N,A,5,3
34038,1,5,15,6,B,A,Y,B,B,D,12,B,B,10,1,A,B,Y,97,9,N,16,A,2,40,1,5,4,Y,N,E,2,1
34040,4,17,15,1,N,B,N,D,B,D,7,B,B,20,3,A,H,N,54,7,Y,9,A,1,22,1,18,7,Y,N,E,1,1
34041,1,5,14,2,B,A,Y,D,B,D,7,B,B,5,3,A,I,Y,98,9,Y,9,A,2,37,2,15,4,Y,Y,E,2,6
34042,1,13,13,3,N,A,Y,B,B,D,3,B,B,20,1,A,I,Y,58,13,Y,8,C,4,34,2,9,6,Y,Y,E,4,1
34049,1,3,23,5,E,C,N,B,B,D,12,B,B,20,2,A,I,Y,90,17,N,19,A,2,22,1,22,7,Y,Y,E,2,6
34051,4,3,19,2,B,H,Y,B,B,D,3,L,B,20,1,A,E,N,34,14,N,8,A,2,28,1,18,4,Y,N,C,2,1
34057,6,13,12,1,N,C,N,B,B,D,8,L,B,5,1,A,A,N,67,16,N,5,B,2,31,1,12,3,Y,N,E,3,1
34060,7,17,13,3,N,K,N,B,B,E,3,J,B,15,3,A,R,N,65,6,Y,16,A,2,34,1,18,7,Y,N,E,2,4
34063,1,9,16,6,N,K,N,B,B,F,12,I,B,20,1,A,P,N,87,12,N,17,A,2,34,1,16,7,N,N,A,2,10
34065,4,6,6,4,B,K,N,B,B,E,8,J,B,10,3,A,K,N,51,8,N,8,A,2,31,1,2,5,Y,N,E,2,3
34066,1,10,11,3,N,H,Y,A,B,E,12,H,B,15,1,A,K,N,28,11,N,14,E,1,40,1,1,7,Y,N,C,1,8
34068,7,3,3,1,N,B,Y,B,B,B,7,L,A,10,1,C,I,Y,61,14,N,5,A,2,40,1,16,1,N,Y,A,4,2
34072,1,19,18,4,N,B,Y,B,B,D,8,B,B,10,1,A,D,N,50,13,N,14,A,2,40,1,9,4,N,N,A,2,8
34073,2,19,8,6,N,K,Y,B,B,E,12,H,B,5,1,A,R,N,64,28,N,10,A,3,31,1,1,5,N,N,A,5,5
34074,2,7,14,4,N,K,N,B,B,F,12,J,B,15,1,A,N,N,66,8,N,17,A,2,34,1,12,7,Y,N,E,2,4
34076,2,1,16,5,C,K,Y,B,B,E,12,J,B,15,2,A,L,N,42,14,N,9,A,2,31,1,21,4,Y,N,C,4,3
34077,4,1,18,2,C,A,N,B,B,D,12,B,B,20,1,A,B,N,43,18,Y,13,A,3,28,1,22,6,Y,N,D,2,2
34081,6,9,9,6,N,K,N,B,B,F,12,H,B,5,3,A,K,Y,27,8,N,7,A,3,40,1,18,1,Y,Y,E,3,1
34082,2,7,8,5,B,K,N,B,B,E,12,H,B,10,1,A,M,N,92,11,N,11,A,2,31,1,16,3,N,N,B,2,6
34083,4,4,18,2,B,A,Y,B,B,D,3,B,B,20,3,A,G,N,53,10,N,15,A,1,31,1,2,4,Y,N,D,1,6
34086,4,16,18,3,B,B,N,B,B,D,8,B,B,20,3,A,A,N,74,10,N,21,A,2,37,1,2,6,N,N,A,2,12
34087,1,7,5,2,B,I,N,B,B,E,2,J,B,15,3,A,J,Y,75,9,N,10,A,2,40,1,15,6,Y,Y,E,4,4
34089,1,19,5,3,E,K,Y,B,B,E,12,H,B,10,1,H,R,Y,63,24,Y,11,C,4,22,1,12,1,Y,Y,E,4,4
34090,1,2,4,3,C,K,N,B,B,E,7,H,B,20,1,N,R,N,17,9,N,12,A,3,40,1,13,6,Y,N,E,3,2
34091,5,8,10,2,N,K,Y,B,B,E,3,J,B,10,2,A,K,N,38,19,Y,7,A,1,34,1,10,2,N,N,A,2,2
34092,1,12,8,2,N,K,N,B,B,E,12,I,B,15,1,A,R,N,82,11,Y,16,A,2,25,2,12,7,Y,N,E,2,3
34093,2,4,16,2,N,K,N,B,A,F,3,H,B,10,1,A,R,N,91,9,Y,17,A,2,34,1,13,3,Y,N,D,2,10
34096,4,6,10,4,N,K,N,B,B,E,12,H,B,10,2,A,J,N,86,7,Y,22,A,2,25,1,21,7,Y,N,C,2,7
34100,4,16,2,1,N,K,Y,B,B,E,7,H,B,10,1,A,R,N,11,10,Y,4,A,1,31,1,17,7,Y,N,E,1,1
34102,5,11,20,5,N,C,N,B,B,D,3,L,B,10,1,A,I,Y,94,12,N,13,A,3,25,1,10,4,N,Y,E,4,3
34103,1,14,10,2,W,A,N,B,B,D,12,B,B,15,2,A,A,Y,69,9,Y,11,A,2,40,1,1,3,N,N,A,2,3
34106,1,10,7,2,N,C,N,B,B,D,3,L,B,15,1,A,I,Y,62,22,N,6,C,2,37,1,16,6,Y,Y,C,4,3
34107,6,2,12,2,C,A,N,A,B,D,2,B,B,20,2,A,B,N,52,14,N,12,B,2,37,1,23,7,Y,N,E,1,9
34112,13,18,18,1,N,C,N,B,B,D,7,B,B,20,1,A,I,N,46,9,N,10,C,1,34,1,20,3,Y,N,E,3,1
34113,1,15,6,3,B,I,Y,B,B,F,12,J,B,15,1,A,N,N,27,9,Y,14,A,2,40,1,12,4,N,N,A,3,3
34117,8,9,5,4,N,C,N,B,B,B,12,B,B,10,1,A,I,N,56,21,Y,7,B,1,40,1,19,4,N,N,A,2,1
34119,5,18,17,1,S,K,N,B,C,F,12,I,B,10,1,A,K,N,45,7,Y,15,A,2,40,1,5,3,Y,N,C,4,11
34123,1,17,1,1,N,H,N,B,B,E,12,N,A,20,3,A,J,N,33,9,N,7,B,2,40,1,10,3,N,N,A,2,1
34124,1,12,18,4,N,C,Y,B,B,D,8,L,B,15,3,A,E,N,74,10,N,15,A,1,22,1,12,2,Y,N,E,1,10
34126,1,5,1,1,C,H,Y,B,B,E,3,H,B,10,1,N,K,N,22,10,Y,4,B,2,37,1,18,2,N,N,A,3,1
34128,10,16,19,6,B,A,N,B,B,D,8,L,B,15,1,A,A,Y,89,8,Y,11,A,2,34,1,9,6,Y,Y,C,2,1
34131,10,6,14,7,N,A,N,B,A,D,7,B,B,15,3,A,B,N,96,8,N,13,A,2,31,1,21,6,Y,N,C,2,8
34134,1,8,15,1,W,I,Y,B,B,E,8,H,B,10,2,A,R,N,86,10,Y,16,A,2,31,1,19,3,Y,N,E,2,10
34135,3,5,17,1,B,K,N,B,D,E,8,H,D,10,1,A,N,Y,27,8,N,6,C,2,34,1,20,5,Y,Y,E,2,1
34136,4,5,5,3,C,K,N,B,B,E,8,H,B,15,1,N,M,N,7,9,N,3,A,2,31,1,13,3,N,N,A,2,1
34138,1,7,15,3,B,A,Y,B,B,D,12,B,B,15,1,A,B,N,50,8,Y,3,A,2,25,1,11,6,N,N,A,5,2
34140,1,12,10,7,N,H,Y,B,B,E,12,N,B,15,1,A,K,N,23,9,N,5,B,1,34,1,19,3,Y,N,E,1,1
34141,1,12,13,3,N,H,N,B,B,E,3,H,B,20,1,A,R,N,44,16,N,17,B,1,40,1,1,7,Y,N,E,1,1
34143,1,6,2,2,B,K,N,B,B,E,3,J,B,10,3,A,J,Y,91,7,N,19,A,2,28,1,20,7,Y,Y,E,2,1
34147,1,12,14,1,N,H,Y,B,B,D,8,B,B,20,1,A,B,N,94,13,Y,11,A,2,40,1,17,5,Y,N,E,4,2
34148,8,12,13,2,N,H,N,B,B,D,8,L,B,15,1,A,I,N,43,20,N,16,A,3,40,1,5,6,Y,N,C,4,10
34149,8,5,15,1,B,A,Y,B,B,D,8,B,B,10,3,A,B,N,17,5,Y,6,A,2,40,1,18,6,Y,N,E,2,6
34150,2,9,18,4,N,K,N,D,B,E,3,J,B,10,1,A,K,N,76,9,Y,11,A,1,37,1,17,2,N,N,A,1,3
34151,6,16,8,3,N,A,N,B,B,D,12,B,B,10,3,C,I,N,67,8,N,13,B,2,31,1,1,6,N,N,A,2,3
34157,12,6,19,1,N,K,N,B,B,E,8,J,B,20,3,A,K,Y,65,5,Y,16,C,1,40,1,18,4,Y,Y,E,4,1
34158,1,10,11,2,N,C,Y,B,B,D,12,L,B,15,3,A,I,N,21,10,N,6,B,3,31,2,8,1,Y,N,E,5,1
34159,7,1,15,4,N,A,Y,B,B,D,2,A,B,15,1,S,B,N,36,16,N,10,A,2,40,1,21,3,Y,N,D,5,3
